Order Date,Ship Mode,Segment,City,Postal Code,Sub-Category,Sales,Quantity,Discount,Profit,Day of Week,Year,Month,Quarter,Days
2014-03-14,3,2,51,23320,1,1139.92,4,0.0,284.98,4,2014,3,1,66
2014-03-15,3,0,329,33614,2,45.696,3,0.2,5.1408,5,2014,3,1,67
2014-03-17,3,1,232,10024,3,1579.746,7,0.4,-447.5947,0,2014,3,1,69
2014-03-17,3,1,232,10024,3,613.908,3,0.4,-122.7816,0,2014,3,1,69
2014-03-18,3,2,151,32216,2,122.352,3,0.2,15.294,1,2014,3,1,70
2014-03-18,3,2,38,91505,2,111.0,2,0.0,14.43,1,2014,3,1,70
2014-03-18,3,2,151,32216,2,30.768,2,0.2,8.0766,1,2014,3,1,70
2014-03-18,2,2,307,94110,0,1198.33,10,0.15,70.49,1,2014,3,1,70
2014-03-19,0,1,165,33801,2,20.016,3,0.2,5.5044,2,2014,3,1,71
2014-03-19,0,1,165,33801,2,4.992,3,0.2,1.3728,2,2014,3,1,71
2014-03-21,3,0,157,37918,2,32.952,3,0.2,6.5904,4,2014,3,1,73
2014-03-21,3,0,157,37918,1,218.376,3,0.2,-10.9188,4,2014,3,1,73
2014-03-22,3,1,342,85705,1,314.352,3,0.2,-35.3646,5,2014,3,1,74
2014-03-24,2,0,113,93727,2,40.48,2,0.0,14.5728,0,2014,3,1,76
2014-03-25,3,0,232,10009,1,366.786,7,0.1,65.2064,1,2014,3,1,77
2014-03-28,3,0,85,50315,3,1184.72,4,0.0,106.6248,4,2014,3,1,80
2014-03-28,3,2,323,45503,3,330.588,1,0.4,-143.2548,4,2014,3,1,80
2014-03-29,3,0,267,75023,3,890.841,3,0.3,-152.7156,5,2014,3,1,81
2014-03-30,0,2,33,78521,1,127.302,7,0.3,-9.093,6,2014,3,1,82
2014-03-30,3,0,307,94110,0,205.666,2,0.15,-12.098,6,2014,3,1,82
2014-03-31,1,0,329,33614,1,1125.488,7,0.2,98.4802,0,2014,3,1,83
2014-04-02,3,1,351,23464,2,177.68,2,0.0,46.1968,2,2014,4,2,85
2014-04-04,3,0,87,48205,2,5.47,1,0.0,2.3521,4,2014,4,2,87
2014-04-06,3,1,184,90049,2,91.96,2,0.0,15.6332,6,2014,4,2,89
2014-04-06,3,1,184,90049,2,33.11,7,0.0,12.9129,6,2014,4,2,89
2014-04-06,3,1,316,98115,3,653.55,3,0.0,111.1035,6,2014,4,2,89
2014-04-06,0,2,264,19143,3,154.764,3,0.4,-36.1116,6,2014,4,2,89
2014-04-07,0,0,215,36608,2,8.96,2,0.0,2.7776,0,2014,4,2,90
2014-04-08,3,2,67,94521,3,99.592,1,0.2,2.4898,1,2014,4,2,91
2014-04-08,3,0,338,43615,3,172.11,1,0.4,-94.6605,1,2014,4,2,91
2014-04-08,3,1,82,35601,3,1215.92,8,0.0,316.1392,1,2014,4,2,91
2014-04-12,3,1,283,90278,0,308.499,3,0.15,-18.147,5,2014,4,2,95
2014-04-15,1,2,184,90049,2,187.76,4,0.0,76.9816,1,2014,4,2,98
2014-04-18,3,0,146,77095,1,317.058,3,0.3,-18.1176,4,2014,4,2,101
2014-04-19,2,2,309,95123,2,76.14,3,0.0,26.649,5,2014,4,2,102
2014-04-20,2,0,146,77070,3,401.59,2,0.3,-131.951,6,2014,4,2,103
2014-04-20,2,0,146,77070,3,744.1,5,0.3,-95.67,6,2014,4,2,103
2014-04-20,3,0,184,90045,2,59.92,4,0.0,27.5632,6,2014,4,2,103
2014-04-23,3,2,66,43229,1,281.372,2,0.3,-12.0588,2,2014,4,2,106
2014-04-23,3,2,66,43229,1,281.372,2,0.3,-12.0588,2,2014,4,2,106
2014-04-23,3,2,66,43229,2,22.336,4,0.2,7.8176,2,2014,4,2,106
2014-04-25,3,2,308,91776,2,303.25,5,0.0,63.6825,4,2014,4,2,108
2014-04-25,3,2,308,91776,1,1487.04,5,0.2,148.704,4,2014,4,2,108
2014-04-26,3,1,184,90049,1,230.28,3,0.2,23.028,5,2014,4,2,109
2014-04-29,3,0,288,14609,2,17.46,2,0.0,5.9364,1,2014,4,2,112
2014-04-29,2,0,162,70601,1,51.96,2,0.0,12.99,1,2014,4,2,112
2014-04-29,3,1,200,38109,1,561.584,2,0.2,70.198,1,2014,4,2,112
2014-05-04,0,1,316,98105,2,12.18,7,0.0,3.8976,6,2014,5,2,117
2014-05-04,1,0,207,6457,2,27.46,2,0.0,9.8856,6,2014,5,2,117
2014-05-05,0,0,304,78207,1,127.869,3,0.3,-9.1335,0,2014,5,2,118
2014-05-07,3,0,174,1841,1,872.32,4,0.0,244.2496,2,2014,5,2,120
2014-05-07,3,0,174,1841,3,194.25,2,0.3,-38.85,2,2014,5,2,120
2014-05-10,2,0,264,19134,0,349.965,7,0.5,-216.9783,5,2014,5,2,123
2014-05-10,3,0,309,95123,1,256.784,1,0.2,32.098,5,2014,5,2,123
2014-05-11,3,1,147,77340,1,1212.96,8,0.3,-69.312,6,2014,5,2,124
2014-05-11,3,0,109,76106,2,66.112,4,0.6,-84.2928,6,2014,5,2,124
2014-05-12,3,0,110,2038,3,700.056,3,0.3,-130.0104,0,2014,5,2,125
2014-05-12,0,0,210,53209,2,34.79,7,0.0,10.7849,0,2014,5,2,125
2014-05-13,3,1,184,90004,1,279.456,6,0.2,20.9592,1,2014,5,2,126
2014-05-14,3,1,300,33710,2,310.88,2,0.2,23.316,2,2014,5,2,127
2014-05-16,3,1,184,90036,1,232.88,5,0.2,17.466,4,2014,5,2,129
2014-05-18,2,0,0,44312,2,149.232,3,0.2,3.7308,6,2014,5,2,131
2014-05-20,2,1,310,78666,2,10.332,3,0.6,-5.9409,1,2014,5,2,133
2014-05-20,2,1,88,3820,2,139.86,7,0.0,60.1398,1,2014,5,2,133
2014-05-21,2,0,146,77070,1,107.772,2,0.3,-29.2524,2,2014,5,2,134
2014-05-25,3,0,54,60623,2,29.32,2,0.6,-24.189,6,2014,5,2,138
2014-05-26,3,0,54,60623,1,359.772,2,0.3,-5.1396,0,2014,5,2,139
2014-05-26,3,1,184,90008,0,290.666,2,0.15,27.3568,0,2014,5,2,139
2014-05-26,3,0,184,90008,1,225.296,2,0.2,22.5296,0,2014,5,2,139
2014-05-27,1,1,306,92105,3,567.12,10,0.2,-28.356,1,2014,5,2,140
2014-05-30,3,0,36,60089,3,355.455,3,0.5,-184.8366,4,2014,5,2,143
2014-06-01,3,0,178,72209,2,22.2,6,0.0,9.102,6,2014,6,2,145
2014-06-02,3,2,249,84057,2,73.32,6,0.0,21.996,0,2014,6,2,146
2014-06-03,2,0,316,98115,3,515.88,6,0.0,113.4936,1,2014,6,2,147
2014-06-03,0,0,82,62521,2,61.544,7,0.6,-40.0036,1,2014,6,2,147
2014-06-04,3,0,232,10035,0,353.568,2,0.2,-44.196,2,2014,6,2,148
2014-06-04,3,0,232,10035,2,13.96,2,0.0,6.7008,2,2014,6,2,148
2014-06-04,3,0,232,10035,2,56.96,2,0.0,21.0752,2,2014,6,2,148
2014-06-06,3,1,180,11561,3,991.764,3,0.4,-347.1174,4,2014,6,2,150
2014-06-07,2,0,14,60505,3,268.935,3,0.5,-209.7693,5,2014,6,2,151
2014-06-08,3,0,316,98115,1,585.552,3,0.2,73.194,6,2014,6,2,152
2014-06-08,3,1,30,37620,1,170.352,3,0.2,10.647,6,2014,6,2,152
2014-06-09,3,0,184,90032,2,48.86,7,0.0,14.1694,0,2014,6,2,153
2014-06-09,2,1,238,89031,2,37.4,2,0.0,14.212,0,2014,6,2,153
2014-06-09,3,0,184,90032,3,1706.184,9,0.2,85.3092,0,2014,6,2,153
2014-06-09,2,0,133,22801,3,1441.3,7,0.0,245.021,0,2014,6,2,153
2014-06-14,3,2,87,48234,0,212.94,3,0.0,57.4938,5,2014,6,2,158
2014-06-15,3,1,304,78207,3,99.918,2,0.3,-18.5562,6,2014,6,2,159
2014-06-15,3,1,304,78207,1,797.944,4,0.3,-56.996,6,2014,6,2,159
2014-06-16,3,0,213,46544,1,647.84,8,0.0,32.392,0,2014,6,2,160
2014-06-17,3,0,316,98105,2,6.24,3,0.0,2.6208,1,2014,6,2,161
2014-06-20,3,0,267,75023,0,193.0656,4,0.32,-19.8744,4,2014,6,2,164
2014-06-21,3,0,264,19120,2,3.984,1,0.2,0.6474,5,2014,6,2,165
2014-06-21,2,0,357,22980,2,104.01,1,0.0,14.5614,5,2014,6,2,165
2014-06-22,3,0,52,19013,1,170.058,3,0.3,-4.8588,6,2014,6,2,166
2014-06-22,3,0,52,19013,1,853.93,5,0.3,0.0,6,2014,6,2,166
2014-06-24,3,0,342,85705,2,4.272,2,0.2,0.9612,1,2014,6,2,168
2014-06-25,0,1,184,90049,3,447.84,5,0.2,11.196,2,2014,6,2,169
2014-06-27,3,0,321,38671,3,85.98,1,0.0,22.3548,4,2014,6,2,171
2014-06-28,3,0,264,19140,1,1228.465,5,0.3,0.0,5,2014,6,2,172
2014-07-05,0,1,252,32137,2,213.216,3,0.2,15.9912,5,2014,7,3,179
2014-07-05,0,1,252,32137,2,19.52,2,0.2,5.368,5,2014,7,3,179
2014-07-06,3,2,96,92020,1,478.48,2,0.2,47.848,6,2014,7,3,180
2014-07-07,3,0,264,19120,2,69.008,2,0.2,12.0764,0,2014,7,3,181
2014-07-07,3,0,264,19120,1,172.186,2,0.3,-46.7362,0,2014,7,3,181
2014-07-08,3,1,307,94122,3,502.488,3,0.2,-87.9354,1,2014,7,3,182
2014-07-08,0,0,35,14215,1,63.882,1,0.1,10.647,1,2014,7,3,182
2014-07-09,3,2,307,94122,0,119.833,1,0.15,7.049,2,2014,7,3,183
2014-07-11,3,1,129,7601,1,854.94,3,0.0,213.735,4,2014,7,3,185
2014-07-11,3,1,129,7601,2,124.11,9,0.0,52.1262,4,2014,7,3,185
2014-07-12,3,2,176,77573,1,512.358,3,0.3,-14.6388,5,2014,7,3,186
2014-07-12,3,0,316,98115,1,123.136,4,0.2,13.8528,5,2014,7,3,186
2014-07-12,3,1,307,94122,3,698.352,3,0.2,-17.4588,5,2014,7,3,186
2014-07-13,3,1,184,90049,3,351.216,3,0.2,4.3902,6,2014,7,3,187
2014-07-14,3,0,264,19140,2,31.984,2,0.2,1.1994,0,2014,7,3,188
2014-07-18,1,2,342,85705,1,259.136,4,0.2,-25.9136,4,2014,7,3,192
2014-07-19,3,1,30,6010,3,70.56,1,0.3,-4.032,5,2014,7,3,193
2014-07-20,3,2,76,75217,2,16.74,5,0.6,-14.229,6,2014,7,3,194
2014-07-20,3,2,76,75217,1,981.372,2,0.3,-140.196,6,2014,7,3,194
2014-07-20,0,0,306,92105,2,43.02,3,0.0,15.4872,6,2014,7,3,194
2014-07-21,3,1,307,94122,1,801.568,2,0.2,50.098,0,2014,7,3,195
2014-07-21,3,1,307,94122,3,272.848,1,0.2,27.2848,0,2014,7,3,195
2014-07-21,3,1,76,75217,1,657.93,5,0.3,-93.99,0,2014,7,3,195
2014-07-22,2,0,307,94122,1,717.72,3,0.2,71.772,1,2014,7,3,196
2014-07-22,2,0,307,94122,3,170.352,3,0.2,19.1646,1,2014,7,3,196
2014-07-25,2,0,307,94122,2,77.92,8,0.0,34.2848,4,2014,7,3,199
2014-07-26,3,0,304,78207,2,17.496,3,0.6,-10.0602,5,2014,7,3,200
2014-07-26,3,0,238,89031,1,674.352,3,0.2,-109.5822,5,2014,7,3,200
2014-07-26,3,0,238,89031,2,134.01,9,0.0,36.1827,5,2014,7,3,200
2014-07-26,3,0,12,30318,1,67.88,2,0.0,18.3276,5,2014,7,3,200
2014-07-26,3,0,12,30318,2,25.71,3,0.0,9.2556,5,2014,7,3,200
2014-07-28,1,0,7,32712,2,129.888,6,0.2,12.9888,0,2014,7,3,202
2014-07-30,3,1,316,98103,0,1367.84,8,0.0,259.8896,2,2014,7,3,204
2014-08-01,3,1,48,28205,2,44.128,4,0.2,12.1352,4,2014,8,3,206
2014-08-03,0,0,84,80219,3,218.75,2,0.5,-161.875,6,2014,8,3,208
2014-08-05,3,0,333,77590,3,489.23,2,0.3,41.934,1,2014,8,3,210
2014-08-05,3,0,184,90004,1,340.144,7,0.2,21.259,1,2014,8,3,210
2014-08-05,2,1,202,6450,1,1133.35,5,0.0,294.671,1,2014,8,3,210
2014-08-08,3,0,120,85301,2,121.376,4,0.2,-3.0344,4,2014,8,3,213
2014-08-08,3,2,340,48183,2,53.88,6,0.0,22.6296,4,2014,8,3,213
2014-08-08,2,0,151,32216,0,155.456,4,0.2,-7.7728,4,2014,8,3,213
2014-08-08,3,0,306,92024,2,327.76,8,0.0,91.7728,4,2014,8,3,213
2014-08-11,3,0,316,98105,2,12.35,1,0.0,5.434,0,2014,8,3,216
2014-08-12,3,0,307,94122,2,85.44,3,0.0,31.6128,1,2014,8,3,217
2014-08-15,3,0,307,94122,1,195.136,4,0.2,-12.196,4,2014,8,3,220
2014-08-16,3,0,264,19143,3,853.092,6,0.4,-227.4912,5,2014,8,3,221
2014-08-19,2,1,184,90045,2,289.24,7,0.0,26.0316,1,2014,8,3,224
2014-08-19,3,0,153,72401,0,638.82,9,0.0,172.4814,1,2014,8,3,224
2014-08-20,2,0,54,60610,1,421.372,2,0.3,-6.0196,2,2014,8,3,225
2014-08-23,3,0,84,80219,2,4.224,3,0.2,1.2672,5,2014,8,3,228
2014-08-24,0,1,242,11572,2,13.28,2,0.0,6.3744,6,2014,8,3,229
2014-08-25,3,1,184,90036,2,6.28,1,0.0,2.6376,0,2014,8,3,230
2014-08-26,3,0,233,19711,2,10.68,4,0.0,4.0584,1,2014,8,3,231
2014-08-27,0,1,323,22153,2,29.12,4,0.0,12.5216,2,2014,8,3,232
2014-08-27,0,1,323,22153,3,1202.94,3,0.0,300.735,2,2014,8,3,232
2014-08-29,2,0,206,33178,3,174.0585,3,0.45,-110.7645,4,2014,8,3,234
2014-09-02,0,0,356,13601,2,70.71,1,0.0,4.9497,1,2014,9,3,238
2014-09-05,0,0,300,33710,2,31.984,2,0.2,1.999,4,2014,9,3,241
2014-09-06,0,1,307,94109,2,41.88,6,0.0,12.1452,5,2014,9,3,242
2014-09-07,0,2,146,77036,3,200.795,1,0.3,-22.948,6,2014,9,3,243
2014-09-07,3,1,264,19134,2,42.368,2,0.2,8.4736,6,2014,9,3,243
2014-09-07,2,0,343,74133,2,821.88,6,0.0,213.6888,6,2014,9,3,243
2014-09-07,3,2,343,74133,3,429.9,5,0.0,111.774,6,2014,9,3,243
2014-09-07,2,0,343,74133,2,57.69,3,0.0,23.6529,6,2014,9,3,243
2014-09-07,3,2,343,74133,1,161.96,2,0.0,45.3488,6,2014,9,3,243
2014-09-08,3,0,257,99301,1,975.92,5,0.2,121.99,0,2014,9,3,244
2014-09-08,3,2,232,10009,1,172.764,2,0.1,13.4372,0,2014,9,3,244
2014-09-08,3,0,304,78207,1,1740.06,9,0.3,-24.858,0,2014,9,3,244
2014-09-08,3,0,146,77036,1,966.7,5,0.3,-13.81,0,2014,9,3,244
2014-09-09,0,2,168,43130,2,60.672,6,0.2,12.8928,1,2014,9,3,245
2014-09-09,2,1,186,1852,1,785.88,6,0.0,212.1876,1,2014,9,3,245
2014-09-09,2,0,264,19140,2,17.472,3,0.2,5.0232,1,2014,9,3,245
2014-09-10,3,0,127,97030,1,1487.04,5,0.2,148.704,2,2014,9,3,246
2014-09-10,0,0,61,7011,2,254.9,5,0.0,76.47,2,2014,9,3,246
2014-09-11,3,0,251,93030,2,127.95,3,0.0,21.7515,3,2014,9,3,247
2014-09-12,3,2,245,66062,2,40.56,2,0.0,12.9792,4,2014,9,3,248
2014-09-13,3,2,243,79762,1,340.116,6,0.3,-9.7176,5,2014,9,3,249
2014-09-13,1,0,316,98103,2,14.19,3,0.0,5.5341,5,2014,9,3,249
2014-09-14,3,0,188,31204,2,142.4,5,0.0,52.688,6,2014,9,3,250
2014-09-14,1,0,232,10009,3,464.292,9,0.4,-108.3348,6,2014,9,3,250
2014-09-14,2,0,329,33614,2,13.128,3,0.2,3.7743,6,2014,9,3,250
2014-09-14,2,1,71,78415,2,9.96,5,0.6,-6.723,6,2014,9,3,250
2014-09-15,3,1,264,19120,2,103.936,4,0.2,16.8896,0,2014,9,3,251
2014-09-15,3,0,232,10011,2,14.56,2,0.0,6.2608,0,2014,9,3,251
2014-09-17,3,0,316,98103,2,35.34,2,0.0,13.4292,2,2014,9,3,253
2014-09-19,1,1,232,10011,1,887.103,7,0.1,177.4206,4,2014,9,3,255
2014-09-19,3,1,47,85224,3,73.915,1,0.5,-45.8273,4,2014,9,3,255
2014-09-20,0,0,232,10011,1,631.782,2,0.1,140.396,5,2014,9,3,256
2014-09-20,3,0,24,61701,3,617.7,6,0.5,-407.682,5,2014,9,3,256
2014-09-20,3,0,65,21044,2,164.22,3,0.0,50.9082,5,2014,9,3,256
2014-09-20,0,0,54,60653,0,493.43,5,0.3,-70.49,5,2014,9,3,256
2014-09-20,3,0,65,21044,0,362.94,3,0.0,36.294,5,2014,9,3,256
2014-09-20,0,0,232,10011,0,801.568,2,0.2,-10.0196,5,2014,9,3,256
2014-09-21,0,2,116,75043,2,8.544,2,0.6,-7.476,6,2014,9,3,257
2014-09-22,3,0,232,10035,1,579.528,4,0.1,83.7096,0,2014,9,3,258
2014-09-22,3,0,232,10035,2,97.44,3,0.0,35.0784,0,2014,9,3,258
2014-09-23,3,1,306,92037,0,435.999,3,0.15,20.5176,1,2014,9,3,259
2014-09-25,3,2,146,77041,0,300.5328,2,0.32,-97.2312,3,2014,9,3,261
2014-09-26,3,1,264,19140,2,21.184,1,0.2,4.7664,4,2014,9,3,262
2014-09-26,2,0,184,90049,1,145.568,2,0.2,0.0,4,2014,9,3,262
2014-09-26,0,2,306,92105,1,585.552,3,0.2,73.194,4,2014,9,3,262
2014-09-27,3,1,129,7601,2,87.54,3,0.0,37.6422,5,2014,9,3,263
2014-09-27,3,0,306,92037,1,603.92,5,0.2,45.294,5,2014,9,3,263
2014-09-28,3,0,143,33021,2,337.088,4,0.2,16.8544,6,2014,9,3,264
2014-09-29,3,1,264,19134,3,67.176,1,0.4,-20.1528,0,2014,9,3,265
2014-09-29,3,1,264,19134,3,409.272,2,0.4,-81.8544,0,2014,9,3,265
2014-09-29,3,0,184,90045,2,204.6,2,0.0,53.196,0,2014,9,3,265
2014-09-29,2,0,232,10011,2,117.36,4,0.0,36.3816,0,2014,9,3,265
2014-09-29,2,2,316,98115,2,6.16,2,0.0,2.9568,0,2014,9,3,265
2014-09-29,2,2,316,98115,3,2348.82,9,0.0,399.2994,0,2014,9,3,265
2014-09-30,3,1,232,10035,2,15.24,3,0.0,5.1816,1,2014,9,3,266
2014-10-03,2,1,184,90036,1,122.352,3,0.2,13.7646,4,2014,10,4,269
2014-10-03,2,0,101,60201,1,258.279,3,0.3,-70.1043,4,2014,10,4,269
2014-10-03,3,0,76,75217,2,31.776,3,0.6,-19.0656,4,2014,10,4,269
2014-10-03,2,1,184,90036,3,143.432,1,0.2,3.5858,4,2014,10,4,269
2014-10-04,0,0,232,10024,1,589.41,5,0.1,-6.549,5,2014,10,4,270
2014-10-07,3,2,264,19140,2,129.92,5,0.2,21.112,1,2014,10,4,273
2014-10-10,1,2,193,95336,1,122.352,3,0.2,13.7646,4,2014,10,4,276
2014-10-10,3,2,265,85023,2,46.872,7,0.2,3.5154,4,2014,10,4,276
2014-10-11,0,0,256,91104,1,433.568,2,0.2,-65.0352,5,2014,10,4,277
2014-10-11,3,1,105,72701,2,8.92,4,0.0,3.9248,5,2014,10,4,277
2014-10-13,2,1,167,8701,1,245.98,2,0.0,27.0578,0,2014,10,4,279
2014-10-13,0,0,95,98026,3,1298.55,5,0.0,311.652,0,2014,10,4,279
2014-10-14,0,0,102,2149,1,1628.82,9,0.0,260.6112,1,2014,10,4,280
2014-10-15,0,0,255,44134,1,183.372,2,0.3,-7.8588,2,2014,10,4,281
2014-10-15,3,0,140,33012,2,15.384,1,0.2,4.0383,2,2014,10,4,281
2014-10-17,2,0,146,77095,2,5.312,2,0.6,-1.5936,4,2014,10,4,283
2014-10-18,3,1,332,71854,1,605.34,6,0.0,145.2816,5,2014,10,4,284
2014-10-18,2,1,218,36116,1,545.88,6,0.0,70.9644,5,2014,10,4,284
2014-10-20,0,1,157,37918,3,328.59,3,0.4,-147.8655,0,2014,10,4,286
2014-10-21,0,0,103,45014,3,409.59,3,0.4,-122.877,1,2014,10,4,287
2014-10-21,3,1,234,23602,3,591.32,4,0.0,112.3508,1,2014,10,4,287
2014-10-22,3,1,26,71111,2,129.92,4,0.0,10.3936,2,2014,10,4,288
2014-10-22,3,2,233,43055,2,93.888,4,0.2,12.9096,2,2014,10,4,288
2014-10-26,2,0,316,98105,2,63.92,4,0.0,3.196,6,2014,10,4,292
2014-10-28,0,1,184,90049,0,616.998,6,0.15,-36.294,1,2014,10,4,294
2014-10-31,3,1,184,90049,1,146.352,3,0.2,-9.147,4,2014,10,4,297
2014-10-31,2,0,74,2920,2,14.76,2,0.0,4.2804,4,2014,10,4,297
2014-10-31,2,0,74,2920,2,17.67,3,0.0,7.7748,4,2014,10,4,297
2014-10-31,2,0,74,2920,1,1604.9,5,0.0,481.47,4,2014,10,4,297
2014-10-31,2,0,74,2920,3,385.686,1,0.3,-60.6078,4,2014,10,4,297
2014-11-01,0,1,197,45040,2,68.704,2,0.2,16.3172,5,2014,11,4,298
2014-11-01,3,0,180,11561,2,31.68,6,0.0,9.8208,5,2014,11,4,298
2014-11-02,3,0,232,10024,2,89.34,6,0.0,24.1218,6,2014,11,4,299
2014-11-03,3,0,151,28540,2,410.352,3,0.2,-51.294,0,2014,11,4,300
2014-11-03,3,0,151,28540,3,945.036,6,0.4,-299.2614,0,2014,11,4,300
2014-11-04,3,0,184,90045,3,573.728,4,0.2,-64.5444,1,2014,11,4,301
2014-11-04,3,0,306,92037,2,35.34,2,0.0,13.4292,1,2014,11,4,301
2014-11-04,3,2,232,10024,1,135.882,1,0.1,24.1568,1,2014,11,4,301
2014-11-05,1,0,131,23666,1,149.9,5,0.0,40.473,2,2014,11,4,302
2014-11-05,3,0,264,19143,2,273.568,2,0.2,-34.196,2,2014,11,4,302
2014-11-05,3,2,184,90008,2,20.04,6,0.0,8.8176,2,2014,11,4,302
2014-11-07,3,0,146,77070,1,683.144,4,0.3,0.0,4,2014,11,4,304
2014-11-09,2,0,307,94110,0,222.666,2,0.15,10.4784,6,2014,11,4,306
2014-11-09,3,2,232,10035,2,56.52,9,0.0,21.4776,6,2014,11,4,306
2014-11-10,3,0,208,48640,1,563.94,3,0.0,112.788,0,2014,11,4,307
2014-11-10,3,0,306,92037,2,53.2,5,0.0,14.896,0,2014,11,4,307
2014-11-10,3,0,306,92037,2,39.88,2,0.0,11.1664,0,2014,11,4,307
2014-11-11,2,1,280,19601,2,23.968,2,0.2,7.7896,1,2014,11,4,308
2014-11-11,2,1,280,19601,0,521.96,4,0.5,-250.5408,1,2014,11,4,308
2014-11-11,2,0,185,80027,1,603.92,5,0.2,75.49,1,2014,11,4,308
2014-11-11,3,0,184,90008,1,112.648,1,0.2,11.2648,1,2014,11,4,308
2014-11-11,3,0,54,60653,1,797.944,4,0.3,-56.996,1,2014,11,4,308
2014-11-11,3,0,54,60653,2,10.984,2,0.6,-7.9634,1,2014,11,4,308
2014-11-12,3,0,184,90045,3,629.064,3,0.2,31.4532,2,2014,11,4,309
2014-11-12,3,1,146,77036,0,67.9932,1,0.32,-12.9987,2,2014,11,4,309
2014-11-12,3,0,45,75007,2,25.128,3,0.6,-6.9102,2,2014,11,4,309
2014-11-14,3,2,232,10011,1,69.264,2,0.1,14.6224,4,2014,11,4,311
2014-11-15,0,0,184,90008,2,10.11,3,0.0,3.2352,5,2014,11,4,312
2014-11-16,3,0,82,62521,1,37.296,2,0.3,-1.0656,6,2014,11,4,313
2014-11-16,0,1,184,90008,0,305.9745,3,0.15,25.1979,6,2014,11,4,313
2014-11-17,3,0,264,19143,1,657.93,5,0.3,-93.99,0,2014,11,4,314
2014-11-17,3,2,219,56560,1,479.9,5,0.0,81.583,0,2014,11,4,314
2014-11-17,3,1,233,19711,2,124.41,3,0.0,14.9292,0,2014,11,4,314
2014-11-18,3,1,316,98105,3,730.2,4,0.0,94.926,1,2014,11,4,315
2014-11-18,3,1,110,53132,1,392.94,3,0.0,43.2234,1,2014,11,4,315
2014-11-18,3,1,316,98105,2,137.54,2,0.0,55.016,1,2014,11,4,315
